City,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,day,month,weekend,AQI_future
Bangalore,2019-08-12,50,27.5,54.0,41.5,57.0,0.53,47.5,12,8,0,54.0
Bangalore,2019-09-12,54,29.7,58.32,44.82,61.56,0.57,51.3,12,9,0,59.0
Bangalore,2019-10-12,59,32.45,63.72,48.97,67.26,0.62,56.05,12,10,1,63.0
Bangalore,2019-11-12,63,34.65,68.04,52.29,71.82,0.66,59.85,12,11,0,62.0
Bangalore,2019-12-12,62,34.1,66.96,51.46,70.68,0.65,58.9,12,12,0,76.0
Bangalore,2020-01-01,76,41.8,82.08,63.08,86.64,0.8,72.2,1,1,0,69.0
Bangalore,2020-02-01,69,37.95,74.52,57.27,78.66,0.72,65.55,1,2,1,68.0
Bangalore,2020-03-01,68,37.4,73.44,56.44,77.52,0.71,64.6,1,3,1,85.0
Bangalore,2020-04-01,85,46.75,91.8,70.55,96.9,0.89,80.75,1,4,0,120.0
Bangalore,2020-05-01,120,66.0,129.6,99.6,136.8,1.26,114.0,1,5,0,67.0
Bangalore,2020-06-01,67,36.85,72.36,55.61,76.38,0.7,63.65,1,6,0,60.0
Bangalore,2020-07-01,60,33.0,64.8,49.8,68.4,0.63,57.0,1,7,0,95.0
Bangalore,2020-08-01,95,52.25,102.6,78.85,108.3,1.0,90.25,1,8,1,84.0
Bangalore,2020-09-01,84,46.2,90.72,69.72,95.76,0.88,79.8,1,9,0,84.0
Bangalore,2020-10-01,84,46.2,90.72,69.72,95.76,0.88,79.8,1,10,0,67.0
Bangalore,2020-11-01,67,36.85,72.36,55.61,76.38,0.7,63.65,1,11,1,71.0
Bangalore,2020-12-01,71,39.05,76.68,58.93,80.94,0.75,67.45,1,12,0,99.0
Bangalore,2020-01-02,99,54.45,106.92,82.17,112.86,1.04,94.05,2,1,0,86.0
Bangalore,2020-02-02,86,47.3,92.88,71.38,98.04,0.9,81.7,2,2,1,71.0
Bangalore,2020-03-02,71,39.05,76.68,58.93,80.94,0.75,67.45,2,3,0,72.0
Bangalore,2020-04-02,72,39.6,77.76,59.76,82.08,0.76,68.4,2,4,0,72.0
Bangalore,2020-05-02,72,39.6,77.76,59.76,82.08,0.76,68.4,2,5,1,90.0
Bangalore,2020-06-02,90,49.5,97.2,74.7,102.6,0.95,85.5,2,6,0,92.0
Bangalore,2020-07-02,92,50.6,99.36,76.36,104.88,0.97,87.4,2,7,0,105.0
Bangalore,2020-08-02,105,57.75,113.4,87.15,119.7,1.1,99.75,2,8,1,93.0
Bangalore,2020-09-02,93,51.15,100.44,77.19,106.02,0.98,88.35,2,9,0,87.0
Bangalore,2020-10-02,87,47.85,93.96,72.21,99.18,0.91,82.65,2,10,0,66.0
Bangalore,2020-11-02,66,36.3,71.28,54.78,75.24,0.69,62.7,2,11,0,73.0
Bangalore,2020-12-02,73,40.15,78.84,60.59,83.22,0.77,69.35,2,12,0,86.0
Bangalore,2020-01-03,86,47.3,92.88,71.38,98.04,0.9,81.7,3,1,0,128.0
Bangalore,2020-02-03,128,70.4,138.24,106.24,145.92,1.34,121.6,3,2,0,161.0
Bangalore,2020-03-03,161,88.55,173.88,133.63,183.54,1.69,152.95,3,3,0,129.0
Bangalore,2020-04-03,129,70.95,139.32,107.07,147.06,1.35,122.55,3,4,0,121.0
Bangalore,2020-05-03,121,66.55,130.68,100.43,137.94,1.27,114.95,3,5,1,91.0
Bangalore,2020-06-03,91,50.05,98.28,75.53,103.74,0.96,86.45,3,6,0,86.0
Bangalore,2020-07-03,86,47.3,92.88,71.38,98.04,0.9,81.7,3,7,0,85.0
Bangalore,2020-08-03,85,46.75,91.8,70.55,96.9,0.89,80.75,3,8,0,90.0
Bangalore,2020-09-03,90,49.5,97.2,74.7,102.6,0.95,85.5,3,9,0,84.0
Bangalore,2020-10-03,84,46.2,90.72,69.72,95.76,0.88,79.8,3,10,1,88.0
Bangalore,2020-11-03,88,48.4,95.04,73.04,100.32,0.92,83.6,3,11,0,85.0
Bangalore,2020-12-03,85,46.75,91.8,70.55,96.9,0.89,80.75,3,12,0,52.0
Bangalore,2020-01-04,52,28.6,56.16,43.16,59.28,0.55,49.4,4,1,1,59.0
Bangalore,2020-02-04,59,32.45,63.72,48.97,67.26,0.62,56.05,4,2,0,69.0
Bangalore,2020-03-04,69,37.95,74.52,57.27,78.66,0.72,65.55,4,3,0,64.0
Bangalore,2020-04-04,64,35.2,69.12,53.12,72.96,0.67,60.8,4,4,1,64.0
Bangalore,2020-05-04,64,35.2,69.12,53.12,72.96,0.67,60.8,4,5,0,58.0
Bangalore,2020-06-04,58,31.9,62.64,48.14,66.12,0.61,55.1,4,6,0,48.0
Bangalore,2020-07-04,48,26.4,51.84,39.84,54.72,0.5,45.6,4,7,1,52.0
Bangalore,2020-08-04,52,28.6,56.16,43.16,59.28,0.55,49.4,4,8,0,54.0
Bangalore,2020-09-04,54,29.7,58.32,44.82,61.56,0.57,51.3,4,9,0,55.0
Bangalore,2020-10-04,55,30.25,59.4,45.65,62.7,0.58,52.25,4,10,1,49.0
Bangalore,2020-11-04,49,26.95,52.92,40.67,55.86,0.51,46.55,4,11,0,58.0
Bangalore,2020-12-04,58,31.9,62.64,48.14,66.12,0.61,55.1,4,12,0,61.0
Bangalore,2020-01-05,61,33.55,65.88,50.63,69.54,0.64,57.95,5,1,1,58.0
Bangalore,2020-02-05,58,31.9,62.64,48.14,66.12,0.61,55.1,5,2,0,56.0
Bangalore,2020-03-05,56,30.8,60.48,46.48,63.84,0.59,53.2,5,3,0,66.0
Bangalore,2020-04-05,66,36.3,71.28,54.78,75.24,0.69,62.7,5,4,1,78.0
Bangalore,2020-05-05,78,42.9,84.24,64.74,88.92,0.82,74.1,5,5,0,71.0
Bangalore,2020-06-05,71,39.05,76.68,58.93,80.94,0.75,67.45,5,6,0,70.0
Bangalore,2020-07-05,70,38.5,75.6,58.1,79.8,0.74,66.5,5,7,1,58.0
Bangalore,2020-08-05,58,31.9,62.64,48.14,66.12,0.61,55.1,5,8,0,64.0
Bangalore,2020-09-05,64,35.2,69.12,53.12,72.96,0.67,60.8,5,9,1,68.0
Bangalore,2020-10-05,68,37.4,73.44,56.44,77.52,0.71,64.6,5,10,0,60.0
Bangalore,2020-11-05,60,33.0,64.8,49.8,68.4,0.63,57.0,5,11,0,75.0
Bangalore,2020-12-05,75,41.25,81.0,62.25,85.5,0.79,71.25,5,12,1,36.0
Bangalore,2020-01-06,36,19.8,38.88,29.88,41.04,0.38,34.2,6,1,0,32.0
Bangalore,2020-02-06,32,17.6,34.56,26.56,36.48,0.34,30.4,6,2,0,36.0
Bangalore,2020-03-06,36,19.8,38.88,29.88,41.04,0.38,34.2,6,3,0,34.0
Bangalore,2020-04-06,34,18.7,36.72,28.22,38.76,0.36,32.3,6,4,0,51.0
Bangalore,2020-05-06,51,28.05,55.08,42.33,58.14,0.54,48.45,6,5,0,60.0
Bangalore,2020-06-06,60,33.0,64.8,49.8,68.4,0.63,57.0,6,6,1,50.0
Bangalore,2020-07-06,50,27.5,54.0,41.5,57.0,0.53,47.5,6,7,0,47.0
Bangalore,2020-08-06,47,25.85,50.76,39.01,53.58,0.49,44.65,6,8,0,53.0
Bangalore,2020-09-06,53,29.15,57.24,43.99,60.42,0.56,50.35,6,9,1,72.0
Bangalore,2020-10-06,72,39.6,77.76,59.76,82.08,0.76,68.4,6,10,0,42.0
Bangalore,2020-11-06,42,23.1,45.36,34.86,47.88,0.44,39.9,6,11,0,42.0
Bangalore,2020-12-06,42,23.1,45.36,34.86,47.88,0.44,39.9,6,12,1,41.0
Bangalore,2020-01-07,41,22.55,44.28,34.03,46.74,0.43,38.95,7,1,0,36.0
Bangalore,2020-02-07,36,19.8,38.88,29.88,41.04,0.38,34.2,7,2,0,38.0
Bangalore,2020-03-07,38,20.9,41.04,31.54,43.32,0.4,36.1,7,3,1,36.0
Bangalore,2020-04-07,36,19.8,38.88,29.88,41.04,0.38,34.2,7,4,0,42.0
Bangalore,2020-05-07,42,23.1,45.36,34.86,47.88,0.44,39.9,7,5,0,38.0
Bangalore,2020-06-07,38,20.9,41.04,31.54,43.32,0.4,36.1,7,6,1,42.0
Bangalore,2020-07-07,42,23.1,45.36,34.86,47.88,0.44,39.9,7,7,0,44.0
Bangalore,2020-08-07,44,24.2,47.52,36.52,50.16,0.46,41.8,7,8,0,35.0
Bangalore,2020-09-07,35,19.25,37.8,29.05,39.9,0.37,33.25,7,9,0,34.0
Bangalore,2020-10-07,34,18.7,36.72,28.22,38.76,0.36,32.3,7,10,0,40.0
Bangalore,2020-11-07,40,22.0,43.2,33.2,45.6,0.42,38.0,7,11,1,36.0
Bangalore,2020-12-07,36,19.8,38.88,29.88,41.04,0.38,34.2,7,12,0,29.0
Bangalore,2020-01-08,29,15.95,31.32,24.07,33.06,0.3,27.55,8,1,0,43.0
Bangalore,2020-02-08,43,23.65,46.44,35.69,49.02,0.45,40.85,8,2,1,36.0
Bangalore,2020-03-08,36,19.8,38.88,29.88,41.04,0.38,34.2,8,3,1,35.0
Bangalore,2020-04-08,35,19.25,37.8,29.05,39.9,0.37,33.25,8,4,0,35.0
Bangalore,2020-05-08,35,19.25,37.8,29.05,39.9,0.37,33.25,8,5,0,41.0
Bangalore,2020-06-08,41,22.55,44.28,34.03,46.74,0.43,38.95,8,6,0,41.0
Bangalore,2020-07-08,41,22.55,44.28,34.03,46.74,0.43,38.95,8,7,0,42.0
Bangalore,2020-08-08,42,23.1,45.36,34.86,47.88,0.44,39.9,8,8,1,36.0
Bangalore,2020-09-08,36,19.8,38.88,29.88,41.04,0.38,34.2,8,9,0,34.0
Bangalore,2020-10-08,34,18.7,36.72,28.22,38.76,0.36,32.3,8,10,0,55.0
Bangalore,2020-11-08,55,30.25,59.4,45.65,62.7,0.58,52.25,8,11,1,48.0
Bangalore,2020-12-08,48,26.4,51.84,39.84,54.72,0.5,45.6,8,12,0,52.0
Bangalore,2020-01-09,52,28.6,56.16,43.16,59.28,0.55,49.4,9,1,0,76.0
Bangalore,2020-02-09,76,41.8,82.08,63.08,86.64,0.8,72.2,9,2,1,50.0
Bangalore,2020-03-09,50,27.5,54.0,41.5,57.0,0.53,47.5,9,3,0,47.0
Bangalore,2020-04-09,47,25.85,50.76,39.01,53.58,0.49,44.65,9,4,0,64.0
Bangalore,2020-05-09,64,35.2,69.12,53.12,72.96,0.67,60.8,9,5,1,69.0
Bangalore,2020-06-09,69,37.95,74.52,57.27,78.66,0.72,65.55,9,6,0,48.0
Bangalore,2020-07-09,48,26.4,51.84,39.84,54.72,0.5,45.6,9,7,0,39.0
Bangalore,2020-08-09,39,21.45,42.12,32.37,44.46,0.41,37.05,9,8,1,35.0
Bangalore,2020-09-09,35,19.25,37.8,29.05,39.9,0.37,33.25,9,9,0,34.0
Bangalore,2020-10-09,34,18.7,36.72,28.22,38.76,0.36,32.3,9,10,0,34.0
Bangalore,2020-11-09,34,18.7,36.72,28.22,38.76,0.36,32.3,9,11,0,33.0
Bangalore,2020-12-09,33,18.15,35.64,27.39,37.62,0.35,31.35,9,12,0,50.0
Bangalore,2020-01-10,50,27.5,54.0,41.5,57.0,0.53,47.5,10,1,0,56.0
Bangalore,2020-02-10,56,30.8,60.48,46.48,63.84,0.59,53.2,10,2,0,48.0
Bangalore,2020-03-10,48,26.4,51.84,39.84,54.72,0.5,45.6,10,3,0,59.0
Bangalore,2020-04-10,59,32.45,63.72,48.97,67.26,0.62,56.05,10,4,0,47.0
Bangalore,2020-05-10,47,25.85,50.76,39.01,53.58,0.49,44.65,10,5,1,63.0
Bangalore,2020-06-10,63,34.65,68.04,52.29,71.82,0.66,59.85,10,6,0,60.0
Bangalore,2020-07-10,60,33.0,64.8,49.8,68.4,0.63,57.0,10,7,0,72.0
Bangalore,2020-08-10,72,39.6,77.76,59.76,82.08,0.76,68.4,10,8,0,76.0
Bangalore,2020-09-10,76,41.8,82.08,63.08,86.64,0.8,72.2,10,9,0,57.0
Bangalore,2020-10-10,57,31.35,61.56,47.31,64.98,0.6,54.15,10,10,1,42.0
Bangalore,2020-11-10,42,23.1,45.36,34.86,47.88,0.44,39.9,10,11,0,43.0
Bangalore,2020-12-10,43,23.65,46.44,35.69,49.02,0.45,40.85,10,12,0,114.0
Bangalore,2020-01-11,114,62.7,123.12,94.62,129.96,1.2,108.3,11,1,1,140.0
Bangalore,2020-02-11,140,77.0,151.2,116.2,159.6,1.47,133.0,11,2,0,119.0
Bangalore,2020-03-11,119,65.45,128.52,98.77,135.66,1.25,113.05,11,3,0,94.0
Bangalore,2020-04-11,94,51.7,101.52,78.02,107.16,0.99,89.3,11,4,1,73.0
Bangalore,2020-05-11,73,40.15,78.84,60.59,83.22,0.77,69.35,11,5,0,74.0
Bangalore,2020-06-11,74,40.7,79.92,61.42,84.36,0.78,70.3,11,6,0,53.0
Bangalore,2020-07-11,53,29.15,57.24,43.99,60.42,0.56,50.35,11,7,1,59.0
Bangalore,2020-08-11,59,32.45,63.72,48.97,67.26,0.62,56.05,11,8,0,108.0
Bangalore,2020-09-11,108,59.4,116.64,89.64,123.12,1.13,102.6,11,9,0,93.0
Bangalore,2020-10-11,93,51.15,100.44,77.19,106.02,0.98,88.35,11,10,1,87.0
Bangalore,2020-11-11,87,47.85,93.96,72.21,99.18,0.91,82.65,11,11,0,63.0
Bangalore,2020-12-11,63,34.65,68.04,52.29,71.82,0.66,59.85,11,12,0,63.0
Bangalore,2020-01-12,63,34.65,68.04,52.29,71.82,0.66,59.85,12,1,1,65.0
Bangalore,2020-02-12,65,35.75,70.2,53.95,74.1,0.68,61.75,12,2,0,62.0
Bangalore,2020-03-12,62,34.1,66.96,51.46,70.68,0.65,58.9,12,3,0,63.0
Bangalore,2020-04-12,63,34.65,68.04,52.29,71.82,0.66,59.85,12,4,1,49.0
Bangalore,2020-05-12,49,26.95,52.92,40.67,55.86,0.51,46.55,12,5,0,51.0
Bangalore,2020-06-12,51,28.05,55.08,42.33,58.14,0.54,48.45,12,6,0,44.0
Bangalore,2020-07-12,44,24.2,47.52,36.52,50.16,0.46,41.8,12,7,1,52.0
Bangalore,2020-08-12,52,28.6,56.16,43.16,59.28,0.55,49.4,12,8,0,50.0
Bangalore,2020-09-12,50,27.5,54.0,41.5,57.0,0.53,47.5,12,9,1,57.0
Bangalore,2020-10-12,57,31.35,61.56,47.31,64.98,0.6,54.15,12,10,0,81.0
Bangalore,2020-11-12,81,44.55,87.48,67.23,92.34,0.85,76.95,12,11,0,83.0
Bangalore,2020-12-12,83,45.65,89.64,68.89,94.62,0.87,78.85,12,12,1,98.0
Bangalore,2021-01-01,98,53.9,105.84,81.34,111.72,1.03,93.1,1,1,0,107.0
Bangalore,2021-02-01,107,58.85,115.56,88.81,121.98,1.12,101.65,1,2,0,80.0
Bangalore,2021-03-01,80,44.0,86.4,66.4,91.2,0.84,76.0,1,3,0,80.0
Bangalore,2021-04-01,80,44.0,86.4,66.4,91.2,0.84,76.0,1,4,0,58.0
Bangalore,2021-05-01,58,31.9,62.64,48.14,66.12,0.61,55.1,1,5,1,38.0
Bangalore,2021-06-01,38,20.9,41.04,31.54,43.32,0.4,36.1,1,6,0,43.0
Bangalore,2021-07-01,43,23.65,46.44,35.69,49.02,0.45,40.85,1,7,0,58.0
Bangalore,2021-08-01,58,31.9,62.64,48.14,66.12,0.61,55.1,1,8,1,48.0
Bangalore,2021-09-01,48,26.4,51.84,39.84,54.72,0.5,45.6,1,9,0,81.0
Bangalore,2021-10-01,81,44.55,87.48,67.23,92.34,0.85,76.95,1,10,0,64.0
Bangalore,2021-11-01,64,35.2,69.12,53.12,72.96,0.67,60.8,1,11,0,63.0
Bangalore,2021-12-01,63,34.65,68.04,52.29,71.82,0.66,59.85,1,12,0,87.0
Bangalore,2021-01-02,87,47.85,93.96,72.21,99.18,0.91,82.65,2,1,1,92.0
Bangalore,2021-02-02,92,50.6,99.36,76.36,104.88,0.97,87.4,2,2,0,107.0
Bangalore,2021-03-02,107,58.85,115.56,88.81,121.98,1.12,101.65,2,3,0,91.0
Bangalore,2021-04-02,91,50.05,98.28,75.53,103.74,0.96,86.45,2,4,0,84.0
Bangalore,2021-05-02,84,46.2,90.72,69.72,95.76,0.88,79.8,2,5,1,88.0
Bangalore,2021-06-02,88,48.4,95.04,73.04,100.32,0.92,83.6,2,6,0,86.0
Bangalore,2021-07-02,86,47.3,92.88,71.38,98.04,0.9,81.7,2,7,0,87.0
Bangalore,2021-08-02,87,47.85,93.96,72.21,99.18,0.91,82.65,2,8,0,85.0
Bangalore,2021-09-02,85,46.75,91.8,70.55,96.9,0.89,80.75,2,9,0,86.0
Bangalore,2021-10-02,86,47.3,92.88,71.38,98.04,0.9,81.7,2,10,1,101.0
Bangalore,2021-11-02,101,55.55,109.08,83.83,115.14,1.06,95.95,2,11,0,95.0
Bangalore,2021-12-02,95,52.25,102.6,78.85,108.3,1.0,90.25,2,12,0,79.0
Bangalore,2021-01-03,79,43.45,85.32,65.57,90.06,0.83,75.05,3,1,1,88.0
Bangalore,2021-02-03,88,48.4,95.04,73.04,100.32,0.92,83.6,3,2,0,102.0
Bangalore,2021-03-03,102,56.1,110.16,84.66,116.28,1.07,96.9,3,3,0,86.0
Bangalore,2021-04-03,86,47.3,92.88,71.38,98.04,0.9,81.7,3,4,1,70.0
Bangalore,2021-05-03,70,38.5,75.6,58.1,79.8,0.74,66.5,3,5,0,75.0
Bangalore,2021-06-03,75,41.25,81.0,62.25,85.5,0.79,71.25,3,6,0,84.0
Bangalore,2021-07-03,84,46.2,90.72,69.72,95.76,0.88,79.8,3,7,1,58.0
Bangalore,2021-08-03,58,31.9,62.64,48.14,66.12,0.61,55.1,3,8,0,55.0
Bangalore,2021-09-03,55,30.25,59.4,45.65,62.7,0.58,52.25,3,9,0,50.0
Bangalore,2021-10-03,50,27.5,54.0,41.5,57.0,0.53,47.5,3,10,1,55.0
Bangalore,2021-11-03,55,30.25,59.4,45.65,62.7,0.58,52.25,3,11,0,62.0
Bangalore,2021-12-03,62,34.1,66.96,51.46,70.68,0.65,58.9,3,12,0,94.0
Bangalore,2021-01-04,94,51.7,101.52,78.02,107.16,0.99,89.3,4,1,0,83.0
Bangalore,2021-02-04,83,45.65,89.64,68.89,94.62,0.87,78.85,4,2,0,104.0
Bangalore,2021-03-04,104,57.2,112.32,86.32,118.56,1.09,98.8,4,3,0,114.0
Bangalore,2021-04-04,114,62.7,123.12,94.62,129.96,1.2,108.3,4,4,1,111.0
Bangalore,2021-05-04,111,61.05,119.88,92.13,126.54,1.17,105.45,4,5,0,114.0
Bangalore,2021-06-04,114,62.7,123.12,94.62,129.96,1.2,108.3,4,6,0,101.0
Bangalore,2021-07-04,101,55.55,109.08,83.83,115.14,1.06,95.95,4,7,1,105.0
Bangalore,2021-08-04,105,57.75,113.4,87.15,119.7,1.1,99.75,4,8,0,102.0
Bangalore,2021-09-04,102,56.1,110.16,84.66,116.28,1.07,96.9,4,9,1,103.0
Bangalore,2021-10-04,103,56.65,111.24,85.49,117.42,1.08,97.85,4,10,0,82.0
Bangalore,2021-11-04,82,45.1,88.56,68.06,93.48,0.86,77.9,4,11,0,67.0
Bangalore,2021-12-04,67,36.85,72.36,55.61,76.38,0.7,63.65,4,12,1,93.0
Bangalore,2021-01-05,93,51.15,100.44,77.19,106.02,0.98,88.35,5,1,0,78.0
Bangalore,2021-02-05,78,42.9,84.24,64.74,88.92,0.82,74.1,5,2,0,54.0
Bangalore,2021-03-05,54,29.7,58.32,44.82,61.56,0.57,51.3,5,3,0,64.0
Bangalore,2021-04-05,64,35.2,69.12,53.12,72.96,0.67,60.8,5,4,0,68.0
Bangalore,2021-05-05,68,37.4,73.44,56.44,77.52,0.71,64.6,5,5,0,61.0
Bangalore,2021-06-05,61,33.55,65.88,50.63,69.54,0.64,57.95,5,6,1,52.0
Bangalore,2021-07-05,52,28.6,56.16,43.16,59.28,0.55,49.4,5,7,0,61.0
Bangalore,2021-08-05,61,33.55,65.88,50.63,69.54,0.64,57.95,5,8,0,51.0
Bangalore,2021-09-05,51,28.05,55.08,42.33,58.14,0.54,48.45,5,9,1,53.0
Bangalore,2021-10-05,53,29.15,57.24,43.99,60.42,0.56,50.35,5,10,0,54.0
Bangalore,2021-11-05,54,29.7,58.32,44.82,61.56,0.57,51.3,5,11,0,57.0
Bangalore,2021-12-05,57,31.35,61.56,47.31,64.98,0.6,54.15,5,12,1,38.0
Bangalore,2021-01-06,38,20.9,41.04,31.54,43.32,0.4,36.1,6,1,0,42.0
Bangalore,2021-02-06,42,23.1,45.36,34.86,47.88,0.44,39.9,6,2,1,52.0
Bangalore,2021-03-06,52,28.6,56.16,43.16,59.28,0.55,49.4,6,3,1,44.0
Bangalore,2021-04-06,44,24.2,47.52,36.52,50.16,0.46,41.8,6,4,0,32.0
Bangalore,2021-05-06,32,17.6,34.56,26.56,36.48,0.34,30.4,6,5,0,39.0
Bangalore,2021-06-06,39,21.45,42.12,32.37,44.46,0.41,37.05,6,6,1,46.0
Bangalore,2021-07-06,46,25.3,49.68,38.18,52.44,0.48,43.7,6,7,0,51.0
Bangalore,2021-08-06,51,28.05,55.08,42.33,58.14,0.54,48.45,6,8,0,46.0
Bangalore,2021-09-06,46,25.3,49.68,38.18,52.44,0.48,43.7,6,9,0,42.0
Bangalore,2021-10-06,42,23.1,45.36,34.86,47.88,0.44,39.9,6,10,0,42.0
Bangalore,2021-11-06,42,23.1,45.36,34.86,47.88,0.44,39.9,6,11,1,47.0
Bangalore,2021-12-06,47,25.85,50.76,39.01,53.58,0.49,44.65,6,12,0,53.0
Bangalore,2021-01-07,53,29.15,57.24,43.99,60.42,0.56,50.35,7,1,0,50.0
Bangalore,2021-02-07,50,27.5,54.0,41.5,57.0,0.53,47.5,7,2,1,54.0
Bangalore,2021-03-07,54,29.7,58.32,44.82,61.56,0.57,51.3,7,3,1,47.0
Bangalore,2021-04-07,47,25.85,50.76,39.01,53.58,0.49,44.65,7,4,0,42.0
Bangalore,2021-05-07,42,23.1,45.36,34.86,47.88,0.44,39.9,7,5,0,46.0
Bangalore,2021-06-07,46,25.3,49.68,38.18,52.44,0.48,43.7,7,6,0,61.0
Bangalore,2021-07-07,61,33.55,65.88,50.63,69.54,0.64,57.95,7,7,0,54.0
Bangalore,2021-08-07,54,29.7,58.32,44.82,61.56,0.57,51.3,7,8,1,70.0
Bangalore,2021-09-07,70,38.5,75.6,58.1,79.8,0.74,66.5,7,9,0,52.0
Bangalore,2021-10-07,52,28.6,56.16,43.16,59.28,0.55,49.4,7,10,0,51.0
Bangalore,2021-11-07,51,28.05,55.08,42.33,58.14,0.54,48.45,7,11,1,51.0
Bangalore,2021-12-07,51,28.05,55.08,42.33,58.14,0.54,48.45,7,12,0,57.0
Bangalore,2021-01-08,57,31.35,61.56,47.31,64.98,0.6,54.15,8,1,0,66.0
Bangalore,2021-02-08,66,36.3,71.28,54.78,75.24,0.69,62.7,8,2,0,67.0
Bangalore,2021-03-08,67,36.85,72.36,55.61,76.38,0.7,63.65,8,3,0,60.0
Bangalore,2021-04-08,60,33.0,64.8,49.8,68.4,0.63,57.0,8,4,0,52.0
Bangalore,2021-05-08,52,28.6,56.16,43.16,59.28,0.55,49.4,8,5,1,64.0
Bangalore,2021-06-08,64,35.2,69.12,53.12,72.96,0.67,60.8,8,6,0,57.0
Bangalore,2021-07-08,57,31.35,61.56,47.31,64.98,0.6,54.15,8,7,0,48.0
Bangalore,2021-08-08,48,26.4,51.84,39.84,54.72,0.5,45.6,8,8,1,69.0
Bangalore,2021-09-08,69,37.95,74.52,57.27,78.66,0.72,65.55,8,9,0,53.0
Bangalore,2021-10-08,53,29.15,57.24,43.99,60.42,0.56,50.35,8,10,0,59.0
Bangalore,2021-11-08,59,32.45,63.72,48.97,67.26,0.62,56.05,8,11,0,78.0
Bangalore,2021-12-08,78,42.9,84.24,64.74,88.92,0.82,74.1,8,12,0,67.0
Bangalore,2021-01-09,67,36.85,72.36,55.61,76.38,0.7,63.65,9,1,1,59.0
Bangalore,2021-02-09,59,32.45,63.72,48.97,67.26,0.62,56.05,9,2,0,45.0
Bangalore,2021-03-09,45,24.75,48.6,37.35,51.3,0.47,42.75,9,3,0,55.0
Bangalore,2021-04-09,55,30.25,59.4,45.65,62.7,0.58,52.25,9,4,0,46.0
Bangalore,2021-05-09,46,25.3,49.68,38.18,52.44,0.48,43.7,9,5,1,40.0
Bangalore,2021-06-09,40,22.0,43.2,33.2,45.6,0.42,38.0,9,6,0,41.0
Bangalore,2021-07-09,41,22.55,44.28,34.03,46.74,0.43,38.95,9,7,0,47.0
Bangalore,2021-08-09,47,25.85,50.76,39.01,53.58,0.49,44.65,9,8,0,63.0
Bangalore,2021-09-09,63,34.65,68.04,52.29,71.82,0.66,59.85,9,9,0,58.0
Bangalore,2021-10-09,58,31.9,62.64,48.14,66.12,0.61,55.1,9,10,1,61.0
Bangalore,2021-11-09,61,33.55,65.88,50.63,69.54,0.64,57.95,9,11,0,55.0
Bangalore,2021-12-09,55,30.25,59.4,45.65,62.7,0.58,52.25,9,12,0,67.0
Bangalore,2021-01-10,67,36.85,72.36,55.61,76.38,0.7,63.65,10,1,1,70.0
Bangalore,2021-02-10,70,38.5,75.6,58.1,79.8,0.74,66.5,10,2,0,51.0
Bangalore,2021-03-10,51,28.05,55.08,42.33,58.14,0.54,48.45,10,3,0,56.0
Bangalore,2021-04-10,56,30.8,60.48,46.48,63.84,0.59,53.2,10,4,1,64.0
Bangalore,2021-05-10,64,35.2,69.12,53.12,72.96,0.67,60.8,10,5,0,52.0
Bangalore,2021-06-10,52,28.6,56.16,43.16,59.28,0.55,49.4,10,6,0,49.0
Bangalore,2021-07-10,49,26.95,52.92,40.67,55.86,0.51,46.55,10,7,1,57.0
Bangalore,2021-08-10,57,31.35,61.56,47.31,64.98,0.6,54.15,10,8,0,48.0
Bangalore,2021-09-10,48,26.4,51.84,39.84,54.72,0.5,45.6,10,9,0,46.0
Bangalore,2021-10-10,46,25.3,49.68,38.18,52.44,0.48,43.7,10,10,1,51.0
Bangalore,2021-11-10,51,28.05,55.08,42.33,58.14,0.54,48.45,10,11,0,39.0
Bangalore,2021-12-10,39,21.45,42.12,32.37,44.46,0.41,37.05,10,12,0,56.0
Bangalore,2021-01-11,56,30.8,60.48,46.48,63.84,0.59,53.2,11,1,0,50.0
Bangalore,2021-02-11,50,27.5,54.0,41.5,57.0,0.53,47.5,11,2,0,56.0
Bangalore,2021-03-11,56,30.8,60.48,46.48,63.84,0.59,53.2,11,3,0,58.0
Bangalore,2021-04-11,58,31.9,62.64,48.14,66.12,0.61,55.1,11,4,1,57.0
Bangalore,2021-05-11,57,31.35,61.56,47.31,64.98,0.6,54.15,11,5,0,70.0
Bangalore,2021-06-11,70,38.5,75.6,58.1,79.8,0.74,66.5,11,6,0,77.0
Bangalore,2021-07-11,77,42.35,83.16,63.91,87.78,0.81,73.15,11,7,1,101.0
Bangalore,2021-08-11,101,55.55,109.08,83.83,115.14,1.06,95.95,11,8,0,106.0
Bangalore,2021-09-11,106,58.3,114.48,87.98,120.84,1.11,100.7,11,9,1,104.0
Bangalore,2021-10-11,104,57.2,112.32,86.32,118.56,1.09,98.8,11,10,0,91.0
Bangalore,2021-11-11,91,50.05,98.28,75.53,103.74,0.96,86.45,11,11,0,64.0
Bangalore,2021-12-11,64,35.2,69.12,53.12,72.96,0.67,60.8,11,12,1,60.0
Bangalore,2021-01-12,60,33.0,64.8,49.8,68.4,0.63,57.0,12,1,0,86.0
Bangalore,2021-02-12,86,47.3,92.88,71.38,98.04,0.9,81.7,12,2,0,98.0
Bangalore,2021-03-12,98,53.9,105.84,81.34,111.72,1.03,93.1,12,3,0,95.0
